1005447, 3349377
1005447, 2750158
1005447, 3778478
1005447, 2568200
1005447, 4361344
1005447, 3162139
1005447, 3192486
1005447, 2608171
1005447, 4462155
1005447, 2796073
499114, 1242989
499114, 1400617
499114, 1983181
499114, 1120579
499114, 1093932
499114, 1123385
499114, 1070295
499114, 2079383
499114, 1894143
499114, 1654002
246003, 558665
246003, 562831
246003, 571964
246003, 570645
246003, 524964
246003, 537742
246003, 570194
246003, 544925
246003, 642261
246003, 555713
122659, 332926
122659, 307250
122659, 316575
122659, 328224
122659, 364459
122659, 280153
122659, 330399
122659, 304601
122659, 351526
122659, 261060
63060, 108687
63060, 146492
63060, 124794
63060, 157024
63060, 172934
63060, 143407
63060, 151660
63060, 143624
63060, 150342
63060, 140679
31569, 66202
31569, 65313
31569, 69046
31569, 63065
31569, 55071
31569, 80287
31569, 59924
31569, 62685
31569, 50598
31569, 51755
15868, 30722
15868, 28199
15868, 23174
15868, 26783
15868, 26623
15868, 40896
15868, 35003
15868, 28517
15868, 30142
15868, 30565
8044, 16205
8044, 14553
8044, 17172
8044, 10971
8044, 9685
8044, 18221
8044, 11282
8044, 19470
8044, 12436
8044, 13373
4018, 8457
4018, 4003
4018, 4836
4018, 6964
4018, 7943
4018, 7867
4018, 7909
4018, 7762
4018, 5554
4018, 5626
2009, 2180
2009, 2538
2009, 2700
2009, 3635
2009, 3471
2009, 3913
2009, 3062
2009, 4026
2009, 4564
2009, 3204
1117, 1610
1117, 1758
1117, 1855
1117, 1979
1117, 1060
1117, 1764
1117, 1719
1117, 1763
1117, 1713
1117, 1717
