1005447, 15377
1005447, 5079
1005447, 2846
1005447, 3909
1005447, 3325
1005447, 6636
1005447, 3491
1005447, 3241
1005447, 2688
1005447, 3169
499114, 18220
499114, 2796
499114, 2135
499114, 4436
499114, 3077
499114, 1904
499114, 4461
499114, 2395
499114, 1973
499114, 2452
246003, 2287
246003, 1590
246003, 1491
246003, 1365
246003, 1526
246003, 1644
246003, 1375
246003, 1560
246003, 2449
246003, 2100
122659, 993
122659, 1132
122659, 1384
122659, 1573
122659, 1421
122659, 1051
122659, 2340
122659, 1084
122659, 1504
122659, 994
63060, 788
63060, 526
63060, 476
63060, 514
63060, 548
63060, 515
63060, 1034
63060, 550
63060, 520
63060, 984
31569, 484
31569, 518
31569, 306
31569, 323
31569, 489
31569, 481
31569, 523
31569, 332
31569, 291
31569, 295
15868, 288
15868, 331
15868, 463
15868, 279
15868, 289
15868, 357
15868, 308
15868, 275
15868, 277
15868, 165
8044, 104
8044, 162
8044, 183
8044, 161
8044, 166
8044, 102
8044, 162
8044, 248
8044, 207
8044, 160
4018, 208
4018, 97
4018, 103
4018, 284
4018, 64
4018, 106
4018, 68
4018, 104
4018, 112
4018, 99
2009, 56
2009, 38
2009, 66
2009, 72
2009, 39
2009, 36
2009, 68
2009, 62
2009, 59
2009, 56
1117, 43
1117, 37
1117, 59
1117, 35
1117, 35
1117, 38
1117, 34
1117, 35
1117, 41
1117, 38
