1117, 3358
1117, 1132
1117, 732
1117, 1037
1117, 663
1117, 561
1117, 594
1117, 664
1117, 504
1117, 1016
2009, 613
2009, 514
2009, 613
2009, 399
2009, 350
2009, 415
2009, 401
2009, 636
2009, 410
2009, 400
4018, 986
4018, 1119
4018, 1468
4018, 684
4018, 1038
4018, 1004
4018, 1442
4018, 993
4018, 1055
4018, 834
8044, 957
8044, 1151
8044, 2497
8044, 2645
8044, 1543
8044, 990
8044, 1716
8044, 1130
8044, 5628
8044, 1514
15868, 2644
15868, 2783
15868, 2134
15868, 2888
15868, 2647
15868, 2035
15868, 2014
15868, 1909
15868, 4213
15868, 12028
31569, 4719
31569, 6461
31569, 3569
31569, 3734
31569, 5798
31569, 4207
31569, 7023
31569, 3643
31569, 4508
31569, 4512
63060, 15063
63060, 8695
63060, 8496
63060, 16672
63060, 8086
63060, 8859
63060, 8269
63060, 10104
63060, 8993
63060, 10852
122659, 22985
122659, 30646
122659, 22103
122659, 24273
122659, 25883
122659, 21769
122659, 27128
122659, 24194
122659, 20531
122659, 29975
246003, 48877
246003, 47511
246003, 52646
246003, 52989
246003, 61276
246003, 47218
246003, 49180
246003, 51190
246003, 39619
246003, 55666
499114, 99964
499114, 106962
499114, 105856
499114, 118072
499114, 95233
499114, 108814
499114, 106595
499114, 120679
499114, 114975
499114, 159592
1005447, 252922
1005447, 316813
1005447, 305197
1005447, 255740
1005447, 276600
1005447, 225579
1005447, 279391
1005447, 560481
1005447, 234956
1005447, 248167
