1459,2,4
1459,2,3
1459,3,3
1459,2,2
1459,2,2
1459,1,2
1459,1,1
1459,3,2
1459,2,2
1459,3,2
1459,3,2
1459,2,1
1459,3,2
1459,3,1
1459,2,1
1459,3,1
1459,2,1
1459,4,2
1459,2,1
1459,2,1
1459,2,1
1459,4,2
1459,2,1
1459,1,1
1459,4,2
1459,3,2
1459,2,1
1459,2,1
1459,2,1
1459,2,1
1459,3,1
1459,5,2
1459,4,1
1459,2,2
1459,5,1
1459,6,1
1459,4,2
1459,4,1
1459,3,2
1459,3,1
1459,3,2
1459,6,1
1459,3,1
1459,4,1
1459,3,1
1459,3,1
1459,3,1
1459,5,2
1459,5,2
1459,3,1
1459,2,1
1459,6,1
1459,2,1
1459,3,2
1459,3,1
1459,2,1
1459,3,1
1459,3,1
1459,5,1
1459,5,2
1459,2,1
1459,3,1
1459,2,1
1459,5,8
1459,5,1
1459,1,1
1459,3,1
1459,5,2
1459,4,1
1459,6,1
1459,5,2
1459,3,1
1459,5,1
1459,4,1
1459,1,1
1459,4,1
1459,4,1
1459,6,2
1459,2,1
1459,5,1
1459,6,2
1459,3,1
1459,3,1
1459,4,2
1459,4,1
1459,8,2
1459,3,1
1459,7,2
1459,7,1
1459,2,1
1459,5,2
1459,4,2
1459,4,2
1459,1,1
1459,4,2
1459,4,1
1459,4,2
1459,3,1
1459,4,1
1459,5,2
1459,5,2
1459,2,1
1459,5,2
1459,6,2
1459,6,3
1459,4,1
1459,5,3
1459,4,2
1459,4,2
1459,5,2
1459,7,2
1459,6,2
1459,4,2
1459,5,1
1459,10,2
1459,5,2
1459,4,2
1459,4,1
1459,3,1
1459,4,2
1459,5,2
1459,4,1
1459,5,1
1459,4,1
1459,5,2
1459,7,1
1459,5,3
1459,8,2
1459,5,2
1459,5,2
1459,7,3
1459,8,2
1459,4,1
1459,5,1
1459,6,2
1459,4,1
1459,4,1
1459,3,1
1459,5,2
1459,6,1
1459,8,9
1459,7,1
1459,5,1
1459,5,2
1459,5,2
1459,5,3
1459,7,2
1459,8,1
1459,5,2
