420,3,21
420,4,6
420,4,3
420,5,5
420,8,6
420,7,5
420,11,7
420,6,6
420,8,5
420,7,12
420,7,6
420,4,4
420,7,5
420,7,5
420,5,4
420,2,3
420,7,5
420,5,3
420,5,16
420,4,4
420,7,5
420,4,4
420,3,3
420,4,4
420,5,4
420,8,4
420,7,5
420,6,4
420,4,5
420,7,7
420,5,4
420,4,4
420,4,3
420,6,4
420,4,3
420,7,5
420,4,4
420,2,3
420,5,4
420,8,25
420,6,5
420,2,4
420,3,5
420,4,5
420,4,2
420,5,3
420,8,3
420,7,3
420,11,3
420,6,4
420,8,3
420,7,2
420,7,3
420,4,2
420,7,3
420,7,2
420,5,2
420,2,1
420,7,2
420,5,2
420,5,3
420,4,2
420,7,3
420,4,2
420,3,2
420,4,2
420,5,2
420,8,2
420,7,3
420,6,2
420,4,2
420,7,2
420,5,2
420,4,2
420,4,2
420,6,2
420,4,2
420,7,2
420,4,2
420,2,2
420,5,2
420,8,3
420,6,3
420,2,2
420,3,4
420,4,4
420,4,2
420,5,2
420,8,3
420,7,3
420,11,3
420,6,3
420,8,3
420,7,2
420,7,3
420,4,2
420,7,2
420,7,2
420,5,2
420,2,1
420,7,2
420,5,2
420,5,2
420,4,2
420,7,2
420,4,2
420,3,1
420,4,2
420,5,1
420,8,3
420,7,2
420,6,2
420,4,2
420,7,2
420,5,2
420,4,2
420,4,2
420,6,2
420,4,2
420,7,2
420,4,2
420,2,1
420,5,2
420,8,2
420,6,2
420,2,1
420,3,4
420,4,5
420,4,3
420,5,31
420,8,4
420,7,3
420,11,4
420,6,3
420,8,3
420,7,3
420,7,3
420,4,2
420,7,3
420,7,3
420,5,3
420,2,2
420,7,3
420,5,2
420,5,3
420,4,2
420,7,3
420,4,2
420,3,2
420,4,3
420,5,2
420,8,2
420,7,3
420,6,3
420,4,3
420,7,3
420,5,2
420,4,2
420,4,2
420,6,3
420,4,3
420,7,4
420,4,3
420,2,3
420,5,4
420,8,4
420,6,3
420,2,2
420,3,3
420,4,3
420,4,2
420,5,2
420,8,2
420,7,2
420,11,3
420,6,3
420,8,2
420,7,1
420,7,3
420,4,2
420,7,2
420,7,2
420,5,2
420,2,1
420,7,2
420,5,2
420,5,2
420,4,1
420,7,2
420,4,1
420,3,1
420,4,2
420,5,2
420,8,2
420,7,2
420,6,2
420,4,2
420,7,2
420,5,1
420,4,1
420,4,2
420,6,2
420,4,1
420,7,2
420,4,1
420,2,1
420,5,2
420,8,2
420,6,2
420,2,1
420,3,3
420,4,2
420,4,1
420,5,2
420,8,2
420,7,2
420,11,2
420,6,2
420,8,2
420,7,1
420,7,2
420,4,1
420,7,2
420,7,2
420,5,2
420,2,1
420,7,2
420,5,1
420,5,2
420,4,1
420,7,2
420,4,1
420,3,1
420,4,1
420,5,2
420,8,2
420,7,2
420,6,2
420,4,1
420,7,2
420,5,1
420,4,1
420,4,1
420,6,1
420,4,1
420,7,2
420,4,1
420,2,1
420,5,1
420,8,2
420,6,2
420,2,1
420,3,3
420,4,1
420,4,1
420,5,1
420,8,1
420,7,1
420,11,2
420,6,2
420,8,1
420,7,1
420,7,1
420,4,1
420,7,1
420,7,1
420,5,1
420,2,1
420,7,1
420,5,2
420,5,1
420,4,1
420,7,2
420,4,1
420,3,1
420,4,1
420,5,1
420,8,2
420,7,2
420,6,1
420,4,1
420,7,1
420,5,2
420,4,1
420,4,1
420,6,1
420,4,1
420,7,1
420,4,1
420,2,0
420,5,1
420,8,2
420,6,1
420,2,0
420,3,4
420,4,3
420,4,2
420,5,4
420,8,3
420,7,3
420,11,3
420,6,4
420,8,2
